GENDER_CD,Group,Group2,BIPOCFmt,FGFmt,CCHE_FAFSA_CODE,Pell,AGI,FedGrants,FedStudentLoans,FedWorkStudy,InstNeedBasedGrants,InstNonNeedBasedGrants,PrivateSchol,TotalStudentLoans,EFC,FAFSA,GotFedGrants,GotFedStudentLoans,GotFedWorkStudy,FedTotal,GotFedAny,GotPrivateSchol,GotStudentLoans,GotInstNBGrant,GotInstNonNeedGrant,GotAidAny,GotNBAid
M,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,0,188451,,4000,,,,,4000,22509,1,0,1,0,4000,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,6974,2379.5,6250,,6047,,,6250,0,1,1,1,0,8629.5,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,13148.8,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,71260,1195,,98.56,9280,,,,5144,1,1,0,1,1293.56,1,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,118403,,,,,,,,31870,1,0,0,0,,0,0,0,0,0,1,0
F,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,177086,,,,,15842,17345,,39112,1,0,0,0,,0,1,0,0,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,0,113114,,2750,,,1250,,16010,24569,1,0,1,0,2750,1,0,1,0,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,104155,,6144,,,,,6144,17197,1,0,1,0,6144,1,0,1,0,0,1,1
M,3. Other,2. Other,BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,7574.4,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,167241,,2000,,,,,2000,44475,1,0,1,0,2000,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,First gen,2,,,,,,,3000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,97359,,,,,6600,,,7212,1,0,0,0,,0,0,0,0,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,335405,,,,,7632.2,,,59711,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,120105,,7500,,,,,7500,22127,1,0,1,0,7500,1,0,1,0,0,1,1
M,3. Other,2. Other,BIPOC,First gen,2,,,,,,,,,15000,0,0,0,0,0,,0,0,1,0,0,1,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,1,62607,1145,5500,,2850,,,5500,4709,1,1,1,0,6645,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,3500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,1500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,22000,,,,1000,,,,3759,1,0,0,0,,0,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,550626,,7500,,,,,7500,108894,1,0,1,0,7500,1,0,1,0,0,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,206742,,,,,9500,,,35921,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,173833,,,,,,,,267258,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,40323,4795,5500,,4300,,,5500,1573,1,1,1,0,10295,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,1,81769,1297.5,2000,,,,,2000,3762,1,1,1,0,3297.5,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,224257,,1941,,,,,1941,53450,1,0,1,0,1941,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,261080,,,,,,,,65330,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,1,58951,2995,7500,,2850,,,7500,5316,1,1,1,0,10495,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,0,99490,,,,4900,5636.4,,,8284,1,0,0,0,,0,0,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,44650,3295,3750,763,4400,,4500,3750,3012,1,1,1,1,7808,1,1,1,1,0,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,0,197035,,,,,,,,93978,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,134154,,,,,6000,,,32970,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,7489,9345,,,6150,,,,0,1,1,0,0,9345,1,0,0,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,65865,3295,5000,,,1600,,5000,3065,1,1,1,0,8295,1,0,1,0,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,41706,6345,,,6150,4500,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,6812,6345,,478.94,2000,2000,16296,,0,1,1,0,1,6823.94,1,1,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,190895,,7500,,,,,7500,68851,1,0,1,0,7500,1,0,1,0,0,1,0
F,3. Other,2. Other,BIPOC,First gen,1,0,97519,,2500,,,,3400,2500,19886,1,0,1,0,2500,1,1,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,105552,,,,2800,,,,9317,1,0,0,0,,0,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,112480,,,,,2625,,,23197,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,135657,,,,,11000,9500,,39067,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,20281,2246.13,12500,,1300,1300,,12500,3326,1,1,1,0,14746.13,1,0,1,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2020,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,184191,,,,,4500,,,50410,1,0,0,0,,0,0,0,0,1,1,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,182886,,,,,2500,,,81590,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,148648,,4000,,,2000,,4000,33998,1,0,1,0,4000,1,0,1,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,52707,,4000,,2700,,,4000,8807,1,0,1,0,4000,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,38539,5395,,,5579,11610,,,968,1,1,0,0,5395,1,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,First gen,1,1,17302,6345,7500,,,,,7500,0,1,1,1,0,13845,1,0,1,0,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,70635,,,,1300,3000,,,6240,1,0,0,0,,0,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,44869,3095,7500,,,,5287.5,7500,3247,1,1,1,0,10595,1,1,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,180228,,7500,,,,,7500,117957,1,0,1,0,7500,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,2759,6345,,,4350,3500,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,74170,2695,5500,871,10300,1640,,5500,3684,1,1,1,1,9066,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,27959,5995,,,9200,6600,2800,,309,1,1,0,0,5995,1,1,0,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,16965,6345,,,4450,,,,0,1,1,0,0,6345,1,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,0,224903,,,,,,,12000,67715,1,0,0,0,,0,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,362140,,,,,10200,,,82400,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,182558,,5500,,,,,5500,56499,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,180438,1500,2750,,,,,2750,20113,1,1,1,0,4250,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,First gen,1,0,78172,,,,4600,,,,11743,1,0,0,0,,0,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,139537,,4000,,,,,4000,17802,1,0,1,0,4000,1,0,1,0,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,14368,6345,,,8039,7500,3000,,0,1,1,0,0,6345,1,1,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,2. Small Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,1,84571,3795,,,7105,2000,2800,,2552,1,1,0,0,3795,1,1,0,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,29902,6345,,,7150,,8800,,0,1,1,0,0,6345,1,1,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,197233,,,,,2500,,,26700,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,1000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,143178,,,,,,,,21413,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,15872,13545,,0,0,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,1100,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,53380,,,,7045,10000,,,7228,1,0,0,0,,0,0,0,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,59681,,4500,,745,,,4500,6341,1,0,1,0,4500,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,1,48823,6195,,780,4800,1938,,,172,1,1,0,1,6975,1,0,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,First gen,1,0,265727,,6500,,,1500,,6500,76032,1,0,1,0,6500,1,0,1,0,1,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,236863,,,,,,,,60332,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,212510,,,,,8250,,,73320,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,0,81956,,6500,,,2500,,6500,13038,1,0,1,0,6500,1,0,1,0,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,145167,,,,,1975,,,32820,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,50271,3172.5,3750,,3375,,,3750,0,1,1,1,0,6922.5,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,8095,6345,5250,,6450,,,5250,0,1,1,1,0,11595,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,1,10718,6345,5500,,6620,,,5500,0,1,1,1,0,11845,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,73332,2195,7500,,2850,2000,,7500,4165,1,1,1,0,9695,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,2,,,,,,,100,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,1,16622,3495,7315,,10600,,,7315,2888,1,1,1,0,10810,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,27643,6345,7500,,7810,750,3500,7500,0,1,1,1,0,13845,1,1,1,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,1,0,6345,4133,,6750,7400,,4133,0,1,1,1,0,10478,1,0,1,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,0,102526,,4000,,1750,,,4000,14929,1,0,1,0,4000,1,0,1,1,0,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,,2500,,0,0,0,0,0,,0,1,0,0,0,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,1,15526,6345,2500,,15210,850,,2500,0,1,1,1,0,8845,1,0,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,192325,,,,,1786.81,,,76365,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,221376,,,,,,,,37351,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,0,68044,,,,,16264,16442,,4842,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,356765,,,,,3750,,,61623,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,33183,6345,,,20310,4805,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,56135,4495,4755,,1600,,,4755,1816,1,1,1,0,9250,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,65797,2495,,,6600,1000,,,3844,1,1,0,0,2495,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,59163,3495,,,,5600,25716,,2869,1,1,0,0,3495,1,1,0,0,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,333591,,,,,,,,94752,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,0,51211,,4062,,,,,4062,7147,1,0,1,0,4062,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,240914,,,,,2000,,,152314,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,146832,1500,5500,,,13000,,5500,17621,1,1,1,0,7000,1,0,1,0,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,119987,,,,,5000,,,17444,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,151902,,,,,3500,2000,,36570,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,385422,,,,,5000,,9700,117584,1,0,0,0,,0,0,1,0,1,1,0
F,1. Rural,1. Rural/Small Rural,BIPOC,First gen,1,1,24510,6295,4000,,10800,2000,2250,4000,2,1,1,1,0,10295,1,1,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,8000,0,0,0,0,0,,0,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,1000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,32748,9345,,,4150,4500,2800,,0,1,1,0,0,9345,1,1,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,94937,,5000,,,,,5000,7015,1,0,1,0,5000,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,368130,,6500,,,,,6500,117453,1,0,1,0,6500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,184657,,4136,,,1250,,4136,24991,1,0,1,0,4136,1,0,1,0,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,360937,,,,,18252,,,86468,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,1,41574,3795,,,13898,9500,,,2815,1,1,0,0,3795,1,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,132034,,,,,,,,13568,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,469957,,,,,2750,,,142367,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,208121,,7500,,,2500,,17500,124441,1,0,1,0,7500,1,0,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,19605,6295,5500,,,,,5500,100,1,1,1,0,11795,1,0,1,0,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,18818,1659.69,,0,0,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,106018,199,7000,,,301,,7000,17921,1,1,1,0,7199,1,0,1,0,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,12012,,,,,,,,46,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,9650,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,27111,6345,7500,,2550,,,7500,0,1,1,1,0,13845,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,45916,7009,,,3113,,,,0,1,1,0,0,7009,1,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,192063,,,,,20752,,,124349,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,110330,,7500,,,,,7500,36161,1,0,1,0,7500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,157710,,,,,15752,,,25801,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,54514,,7500,,3600,2500,,7500,8161,1,0,1,0,7500,1,0,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,212907,,5560,,,2000,,27560,32938,1,0,1,0,5560,1,0,1,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,216086,,,,,2500,3000,,61156,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,216168,,,,,1250,,,31444,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,278417,,7500,,,2500,,7500,75255,1,0,1,0,7500,1,0,1,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,172315,,2000,,,19100,,2000,22969,1,0,1,0,2000,1,0,1,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,163769,,,,,1500,,,50709,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,115699,,7500,,,6500,,22500,22136,1,0,1,0,7500,1,0,1,0,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,1087.5,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,0,260989,,4000,,,,,4000,45655,1,0,1,0,4000,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,483066,,,,,8500,2000,,132350,1,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,18625,9345,,,10400,,,,0,1,1,0,0,9345,1,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,10500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,64572,995,,,10100,,1500,,5336,1,1,0,0,995,1,1,0,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,133943,,,,,17000,,,37192,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,96778,,3750,,1200,,,3750,11240,1,0,1,0,3750,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,77742,695,,,2850,10074.4,3000,,5666,1,1,0,0,695,1,1,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,216610,,,,,1250,,,34724,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,800,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,24870,8345,7500,,7150,,,7500,0,1,1,1,0,15845,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,176090,,,,,,,,20796,1,0,0,0,,0,0,0,0,0,0,0
F,2. Small Rural,1. Rural/Small Rural,BIPOC,Not first gen,2,,,,,,,2000,3118,,0,0,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3063,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,7500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3875,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,12456,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,81885,,3101,,,7500,,3101,22167,1,0,1,0,3101,1,0,1,0,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,104490,,,,,2500,,,20629,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,215309,,1500,,,2430,,1500,49005,1,0,1,0,1500,1,0,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,6000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,183239,,,,,2625,,,27366,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,164704,,,,,,,,40054,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,2,,,,,,1425,7200,,,0,0,0,0,0,,0,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,13252,,,0,0,0,0,0,,0,0,0,0,1,1,0
