Gender,Rural_or_not,BIPOC_or_not,FirstGen_or_not,Completed_FAFSA,Exp_FamilyContribution,Adjusted_GrossIncome,Got_FedGrants,Got_NeedBasedAid,Got_Any_Aid
M,0,0,0,1,2284.0,39280.0,1,1,1
M,0,1,1,1,140.0,26301.0,1,1,1
M,0,1,1,1,7190.0,90034.0,0,1,1
M,1,1,0,1,8536.0,88041.0,0,1,1
M,0,1,1,1,4177.0,0.0,0,0,1
M,0,0,0,1,4441.0,49990.0,0,0,1
M,0,1,0,1,42584.0,144889.0,0,0,1
M,0,1,1,1,29703.0,141396.0,0,1,1
F,0,0,0,1,72767.0,193173.0,0,0,1
M,0,1,0,1,16986.0,158982.0,0,0,1
M,0,0,0,1,72295.0,139432.0,0,0,1
F,0,0,0,1,55849.0,184812.0,0,0,1
M,1,0,0,1,15151.0,136768.0,0,0,0
F,0,0,0,1,13690.0,127727.0,0,1,1
M,0,0,0,1,65553.0,213552.0,0,0,1
F,0,1,1,1,4463.0,55369.0,1,1,1
M,0,1,0,1,34211.0,127814.0,0,0,1
M,0,0,0,1,30559.0,88775.0,0,0,1
M,0,0,0,1,88046.0,255609.0,0,0,1
M,0,0,0,1,16889.0,150726.0,0,1,1
M,0,1,0,1,8970.0,113573.0,0,1,1
F,0,1,0,1,6560.0,73923.0,0,1,1
F,1,0,0,1,12091.0,102657.0,1,1,1
F,0,0,1,1,1491.0,40669.0,1,1,1
F,0,0,0,1,82683.0,186710.0,0,0,1
M,0,0,1,1,10749.0,84158.0,0,1,1
M,0,0,0,1,90890.0,292758.0,0,0,1
M,0,1,1,1,1779.0,45187.0,1,1,1
M,0,1,1,1,5879.0,26319.0,0,1,1
M,0,0,0,1,99982.0,194744.0,0,0,1
M,0,0,1,1,9618.0,113255.0,0,1,1
F,0,1,0,1,1591.0,24000.0,1,1,1
M,0,0,0,1,59440.0,362911.0,0,0,1
M,0,1,1,1,237.0,43016.0,1,1,1
M,1,0,0,1,20733.0,109681.0,0,1,1
M,0,1,1,1,14302.0,70671.0,0,1,1
M,0,0,0,1,49386.0,134805.0,0,0,0
M,0,1,0,1,98349.0,323463.0,0,0,1
F,0,1,0,1,8125.0,76253.0,0,1,1
M,0,0,0,1,57775.0,156247.0,0,0,0
F,0,0,0,1,4136.0,63961.0,1,1,1
M,0,0,1,1,4414.0,79709.0,1,1,1
M,0,1,0,1,37526.0,151861.0,0,0,1
F,0,1,0,1,57362.0,188510.0,0,0,1
M,0,1,1,1,189.0,40160.0,1,1,1
F,0,1,1,1,588.0,60289.0,1,1,1
F,0,1,1,1,3718.0,82361.0,1,1,1
F,0,0,0,1,110411.0,158022.0,0,0,1
M,0,1,0,1,297882.0,314989.0,0,0,0
F,0,0,0,1,7967.0,112917.0,0,1,1
F,0,1,1,1,764.0,46992.0,1,1,1
M,0,0,0,1,349954.0,1941707.0,0,0,1
M,0,1,1,1,7818.0,82850.0,0,1,1
F,0,0,0,1,12577.0,76228.0,0,1,1
M,0,1,0,1,7660.0,70475.0,0,1,1
M,0,1,0,1,2994.0,11000.0,1,1,1
M,0,1,0,1,109736.0,287133.0,0,0,1
F,0,1,1,1,2867.0,57093.0,1,1,1
F,0,1,1,1,3576.0,34215.0,1,1,1
M,0,1,0,1,41361.0,121296.0,0,0,1
M,0,0,0,1,140364.0,321082.0,0,0,1
M,0,1,1,1,300.0,22165.0,1,1,1
M,0,1,0,1,42397.0,146107.0,0,0,1
M,0,0,1,1,12219.0,83492.0,0,1,1
F,0,0,1,1,7319.0,90372.0,0,1,1
F,0,0,0,1,15633.0,192585.0,0,1,1
M,0,1,1,1,17438.0,107960.0,0,1,1
F,0,1,0,1,15495.0,96685.0,0,1,1
F,0,0,0,1,28803.0,192327.0,0,1,1
M,0,1,0,1,78607.0,266786.0,0,0,1
F,0,1,0,1,12214.0,67460.0,0,1,1
M,0,1,0,1,200.0,30771.0,1,1,1
M,0,1,0,1,22382.0,140612.0,0,0,1
M,0,1,0,1,6203.0,63521.0,0,1,1
M,0,1,0,1,10242.0,64567.0,0,1,1
F,0,0,0,1,429.0,31114.0,1,1,1
M,0,1,1,1,150.0,37928.0,1,1,1
F,0,1,0,1,11638.0,74130.0,0,1,1
M,0,1,1,1,5139.0,58621.0,1,1,1
M,0,0,0,1,23227.0,118302.0,0,1,1
M,0,1,0,1,30405.0,135624.0,0,1,1
M,0,0,0,1,19536.0,79759.0,0,0,0
M,0,0,0,1,7390.0,65067.0,0,1,1
M,0,0,0,1,16421.0,144178.0,0,1,1
M,0,0,0,1,23789.0,168286.0,0,0,1
F,0,0,0,1,3475.0,51213.0,1,1,1
M,0,1,1,1,23887.0,109295.0,0,0,0
M,0,0,0,1,41537.0,179540.0,0,0,1
F,0,1,1,1,486.0,2692.0,1,1,1
M,0,1,1,1,5010.0,59364.0,1,1,1
M,0,1,0,1,480.0,32321.0,1,1,1
M,0,1,0,1,426.0,34340.0,1,1,1
M,0,0,0,1,3457.0,45666.0,1,1,1
M,1,1,0,1,49812.0,177317.0,0,0,1
M,0,0,0,1,9395.0,125223.0,0,1,1
M,0,0,0,1,30220.0,228711.0,0,0,1
M,0,0,0,1,2177.0,17332.0,1,1,1
F,0,0,0,1,8159.0,74994.0,0,0,1
M,0,1,0,1,11258.0,197278.0,0,1,1
F,0,1,1,1,1330.0,43468.0,1,1,1
F,0,0,1,1,4780.0,58060.0,1,1,1
M,0,0,0,1,19683.0,99868.0,0,1,1
F,0,0,0,1,36247.0,246377.0,0,0,1
M,0,1,1,1,780.0,36804.0,1,1,1
M,0,1,0,1,2303.0,36244.0,1,1,1
M,0,0,1,1,8584.0,30375.0,0,1,1
F,0,0,1,1,10349.0,106082.0,0,1,1
M,0,0,0,1,88652.0,271434.0,0,0,1
M,0,0,0,1,161223.0,327072.0,0,0,1
M,0,1,1,1,12391.0,149208.0,0,1,1
M,0,1,0,1,21155.0,79443.0,0,1,1
M,0,1,0,1,28196.0,208958.0,0,0,1
M,0,0,1,1,1100.0,47839.0,0,0,0
F,0,0,0,1,85039.0,284817.0,0,0,1
M,0,0,0,1,19718.0,155751.0,0,1,1
M,0,1,0,1,3383.0,75594.0,1,1,1
M,0,0,0,1,6590.0,51400.0,0,1,1
M,0,0,0,1,10.0,46274.0,1,1,1
M,0,1,1,1,29693.0,133056.0,0,0,0
M,0,0,0,1,3311.0,56105.0,1,1,1
M,0,0,0,1,25792.0,115210.0,0,0,1
M,0,0,0,1,37380.0,128591.0,0,0,1
M,0,0,0,1,22335.0,117606.0,0,0,1
M,0,0,0,1,180170.0,407144.0,0,0,1
M,0,0,1,1,95995.0,148932.0,0,0,0
F,0,0,0,1,35138.0,110016.0,0,0,1
M,0,0,0,1,2931.0,46865.0,1,1,1
F,0,1,0,1,36526.0,181163.0,0,0,1
F,0,0,1,1,7354.0,59021.0,0,1,1
M,0,0,0,1,2176.0,45919.0,1,1,1
F,0,0,1,1,32689.0,136069.0,0,0,1
F,0,0,1,1,3051.0,51468.0,1,1,1
F,0,1,1,1,843.0,44224.0,1,1,1
F,0,0,0,1,86703.0,256389.0,0,0,0
M,0,1,0,1,233.0,40212.0,1,1,1
M,0,0,0,1,45646.0,182722.0,0,0,1
M,0,0,1,1,24018.0,102510.0,0,0,1
F,0,1,1,1,10607.0,66216.0,0,1,1
M,0,0,0,1,14958.0,177428.0,0,1,1
F,0,1,0,1,10817.0,108086.0,0,1,1
F,0,1,0,1,10817.0,108086.0,0,1,1
M,0,1,0,1,3546.0,33503.0,1,1,1
F,0,0,0,1,120.0,29005.0,1,1,1
M,0,0,0,1,240.0,4609.0,1,1,1
M,0,0,1,1,3738.0,48728.0,1,1,1
M,0,0,0,1,33771.0,170816.0,0,0,1
F,0,0,0,1,152.0,37134.0,1,1,1
F,0,0,0,1,96929.0,292641.0,0,0,1
F,0,0,1,1,14260.0,80050.0,0,1,1
M,0,0,0,1,19184.0,137467.0,0,1,1
F,0,1,0,1,26035.0,111472.0,0,0,0
M,0,1,1,1,1454.0,53059.0,1,1,1
F,0,1,1,1,7590.0,93299.0,0,1,1
F,0,1,0,1,456288.0,1038580.0,0,0,1
M,0,0,0,1,19057.0,97083.0,0,1,1
M,0,0,0,1,24537.0,113301.0,0,0,0
M,0,0,0,1,4779.0,53162.0,1,1,1
M,0,1,1,1,12975.0,88372.0,0,1,1
M,0,1,1,1,234861.0,570761.0,0,0,1
F,0,0,0,1,10231.0,68827.0,0,1,1
F,0,1,1,1,83565.0,380177.0,0,0,1
M,0,0,0,1,1799.0,59816.0,1,1,1
F,0,0,0,1,9183.0,148774.0,0,1,1
M,0,0,0,1,14892.0,139275.0,0,1,1
F,0,0,1,1,83541.0,273061.0,0,0,1
F,0,1,0,1,14671.0,116408.0,0,1,1
M,0,1,1,1,4612.0,83335.0,1,1,1
F,0,0,0,1,28321.0,115737.0,0,0,0
M,0,0,0,1,19991.0,204950.0,0,0,1
F,0,0,0,1,113539.0,407710.0,0,0,1
F,0,0,0,1,1175.0,36618.0,1,1,1
F,0,1,1,1,972.0,35254.0,1,1,1
F,0,1,1,1,17955.0,98676.0,0,1,1
M,0,0,0,1,350835.0,335197.0,0,0,0
F,0,1,0,1,10076.0,102948.0,0,1,1
M,0,0,0,1,39410.0,166375.0,0,0,1
F,1,0,0,1,6104.0,108683.0,0,0,1
F,0,1,0,1,88491.0,296154.0,0,0,1
M,0,1,1,1,15626.0,104857.0,0,1,1
M,0,0,0,1,22945.0,145252.0,0,1,1
M,1,1,1,1,6445.0,86749.0,0,0,1
M,1,0,0,1,68499.0,423951.0,0,0,0
F,0,0,0,1,1324.0,44606.0,0,0,1
M,0,1,0,1,34084.0,141351.0,0,0,1
M,0,0,0,1,92379.0,306610.0,0,0,1
F,0,1,0,1,12393.0,102291.0,0,1,1
F,0,1,0,1,25631.0,128298.0,0,1,1
M,0,0,0,1,20896.0,131657.0,0,1,1
M,0,0,0,1,14103.0,125988.0,0,1,1
M,0,1,0,1,37507.0,110173.0,0,0,1
F,0,0,0,1,16176.0,109458.0,0,1,1
M,0,0,0,1,15111.0,104267.0,0,1,1
F,0,0,0,1,29377.0,168928.0,0,0,1
F,0,1,0,1,3832.0,51514.0,1,1,1
F,0,0,0,1,188433.0,208387.0,0,0,1
F,0,0,0,1,273877.0,342919.0,0,0,0
M,0,1,0,1,17076.0,106656.0,0,1,1
M,0,0,0,1,42836.0,174664.0,0,0,1
F,0,1,0,1,5807.0,80754.0,0,1,1
F,0,0,0,1,25749.0,82872.0,0,1,1
M,0,1,1,1,38617.0,137700.0,0,0,1
F,0,1,0,1,1682.0,28614.0,1,1,1
M,0,1,0,1,23799.0,140427.0,0,0,1
F,0,1,1,1,9838.0,51099.0,0,1,1
M,0,0,0,1,51242.0,310136.0,0,0,1
F,0,0,0,1,14800.0,94392.0,0,1,1
M,0,0,0,1,17012.0,90458.0,0,1,1
F,0,1,0,1,49422.0,187018.0,0,0,1
M,0,1,1,1,14367.0,118911.0,0,1,1
M,0,0,0,1,73704.0,272586.0,0,0,1
F,0,1,0,1,21484.0,148819.0,0,1,1
F,0,0,0,1,33636.0,129437.0,0,1,1
M,0,1,0,1,36658.0,245119.0,0,0,1
M,0,0,0,1,5722.0,74968.0,0,0,1
F,0,1,1,1,5045.0,81353.0,1,1,1
F,0,0,0,1,88140.0,91010.0,0,0,1
M,0,0,0,1,15012.0,143282.0,0,1,1
F,0,1,0,1,9640.0,117209.0,0,1,1
F,0,1,1,1,5454.0,53156.0,1,1,1
F,0,1,1,1,19435.0,162808.0,0,1,1
F,0,1,1,1,80.0,5491.0,1,1,1
F,0,1,0,1,34639.0,140000.0,0,0,1
M,0,0,0,1,54937.0,214510.0,0,0,1
F,0,0,0,1,215.0,27315.0,1,1,1
M,0,1,0,1,9062.0,89321.0,0,0,1
F,0,0,0,1,68211.0,191301.0,0,0,1
M,0,0,0,1,22641.0,104276.0,0,0,1
F,0,1,1,1,34593.0,162101.0,0,0,1
M,0,1,0,1,13375.0,124755.0,0,1,1
M,0,0,0,1,46780.0,294632.0,0,0,0
F,0,1,0,1,36047.0,155194.0,0,0,0
F,0,0,0,1,2892.0,64642.0,1,1,1
F,0,0,0,1,44872.0,293053.0,0,0,1
F,0,0,0,1,215417.0,416654.0,0,0,1
M,0,0,0,1,21731.0,107537.0,0,1,1
F,0,1,1,1,13999.0,84273.0,0,1,1
M,0,0,0,1,9309.0,67613.0,0,1,1
F,1,0,0,1,21770.0,113293.0,0,1,1
F,0,0,0,1,20449.0,145523.0,0,1,1
F,0,0,0,1,29782.0,221801.0,0,0,1
M,0,1,0,1,98626.0,329794.0,0,0,1
M,0,0,0,1,31341.0,131424.0,0,0,1
M,0,1,0,1,12322.0,72672.0,0,0,0
M,0,0,1,1,90.0,-30341.0,1,1,1
F,0,1,0,1,15190.0,178834.0,0,1,1
F,0,1,0,1,12596.0,107431.0,0,0,1
F,0,1,1,1,3729.0,65704.0,1,1,1
M,0,1,0,1,4092.0,53921.0,1,1,1
F,1,0,0,1,21547.0,178467.0,0,1,1
F,0,1,0,1,81982.0,212237.0,0,0,1
M,0,1,1,1,30075.0,126443.0,0,0,1
M,0,1,0,1,14124.0,117521.0,0,1,1
M,0,1,1,1,17091.0,93516.0,0,0,0
F,0,0,0,1,24953.0,189635.0,0,1,1
M,0,0,0,1,44941.0,195809.0,0,0,0
M,0,0,1,1,13628.0,90798.0,0,1,1
F,1,0,0,1,111683.0,435135.0,0,0,1
F,0,0,0,1,11893.0,87354.0,0,1,1
M,0,1,1,1,5530.0,63614.0,1,1,1
M,0,1,0,1,167383.0,444224.0,0,0,1
F,0,1,1,1,31.0,40912.0,1,1,1
M,0,0,0,1,16183.0,101341.0,0,1,1
M,0,0,1,1,82147.0,138668.0,0,0,0
M,0,0,0,1,37619.0,160398.0,0,0,1
F,0,0,0,1,30683.0,263681.0,0,0,1
F,0,0,0,1,62285.0,301200.0,0,0,1
M,0,0,0,1,38127.0,221200.0,0,0,0
M,0,1,0,1,22334.0,116688.0,0,0,0
F,0,0,0,1,126876.0,269497.0,0,0,1
F,0,0,0,1,40547.0,171560.0,0,0,1
F,0,1,0,1,2435.0,43824.0,1,1,1
F,0,0,0,1,12257.0,97674.0,0,0,1
M,0,0,0,1,7994.0,81651.0,0,1,1
M,0,1,0,1,22129.0,100627.0,0,0,1
M,0,1,0,1,10617.0,115158.0,0,1,1
F,0,0,1,1,18692.0,104917.0,0,1,1
F,0,1,1,1,28323.0,196340.0,0,0,1
M,1,0,0,1,70402.0,237591.0,0,0,1
F,0,1,0,1,12557.0,124307.0,0,1,1
M,0,1,0,1,79368.0,281019.0,0,0,1
M,0,0,1,1,20814.0,105108.0,0,1,1
F,0,0,0,1,1899.0,44404.0,1,1,1
M,0,0,0,1,29850.0,97217.0,0,0,1
F,0,1,0,1,18268.0,111118.0,0,1,1
F,0,1,0,1,6464.0,74806.0,0,1,1
F,0,1,0,1,9759.0,76612.0,0,1,1
F,0,1,0,1,12379.0,100939.0,0,1,1
M,0,1,0,1,1112.0,47207.0,1,1,1
M,0,1,1,1,24380.0,126760.0,0,1,1
M,0,0,0,1,5007.0,36728.0,1,1,1
F,0,0,0,1,26650.0,190968.0,0,0,0
M,0,0,1,1,14293.0,101826.0,0,0,1
F,0,0,0,1,14774.0,111573.0,0,1,1
F,0,1,1,1,3609.0,54082.0,1,1,1
M,0,0,0,1,36270.0,210625.0,0,0,0
M,0,1,1,1,1315.0,54410.0,1,1,1
M,0,1,0,1,6013.0,49146.0,0,1,1
F,0,1,1,1,791.0,35032.0,1,1,1
F,1,0,0,1,20616.0,125235.0,0,0,1
F,0,1,0,1,2458.0,58265.0,1,1,1
F,0,0,1,1,11444.0,86450.0,0,1,1
M,0,0,0,1,56833.0,151781.0,0,0,1
M,0,1,0,1,14586.0,64340.0,0,1,1
M,0,1,0,1,27602.0,134673.0,0,1,1
F,0,0,1,1,14106.0,78319.0,0,1,1
M,0,0,0,1,71564.0,270077.0,0,0,0
M,0,0,1,1,50297.0,87318.0,0,0,1
M,0,1,1,1,22317.0,92306.0,0,0,1
F,0,0,0,1,3231.0,49742.0,1,1,1
F,0,1,1,1,1396.0,53361.0,1,1,1
F,0,0,0,1,83601.0,168844.0,0,0,1
M,0,1,1,1,4983.0,62448.0,1,1,1
F,0,0,0,1,59997.0,196051.0,0,0,1
F,0,0,0,1,49658.0,148027.0,0,0,1
M,0,1,1,1,2235.0,49779.0,1,1,1
F,0,1,1,1,24388.0,130721.0,0,0,1
M,0,0,0,1,73042.0,205845.0,0,0,1
M,1,0,1,1,26965.0,137533.0,0,0,1
M,0,0,0,1,14433.0,78056.0,0,0,1
M,0,1,0,1,83695.0,169784.0,0,0,1
F,0,0,0,1,28740.0,211010.0,0,1,1
F,0,0,0,1,15513.0,122930.0,0,1,1
F,1,1,0,1,136003.0,305336.0,0,0,1
M,0,0,0,1,55806.0,170945.0,0,0,1
F,0,0,0,1,16617.0,90625.0,0,1,1
F,0,0,0,1,65871.0,209404.0,0,0,1
F,0,0,1,1,91770.0,324878.0,0,0,1
F,0,0,0,1,13673.0,122748.0,0,1,1
F,0,0,0,1,28328.0,141872.0,0,1,1
M,0,0,0,1,95773.0,253133.0,0,0,1
F,0,0,0,1,59482.0,157134.0,0,0,1
F,0,0,0,1,106926.0,318255.0,0,0,1
M,0,0,1,1,1910.0,40864.0,1,1,1
F,0,1,1,1,24436.0,125685.0,0,0,1
M,0,1,0,1,8195.0,72653.0,0,1,1
F,0,0,0,1,26442.0,133735.0,0,0,1
F,0,0,0,1,48133.0,286332.0,0,0,1
M,0,0,0,1,10018.0,112186.0,0,0,1
F,0,1,0,1,51592.0,354516.0,0,0,1
M,0,1,1,1,808.0,54475.0,1,1,1
M,0,0,0,1,21171.0,240216.0,0,1,1
M,1,0,1,1,24050.0,113878.0,0,0,1
F,0,1,0,1,17409.0,99585.0,0,1,1
M,0,0,0,1,123863.0,253341.0,0,0,1
M,0,0,0,1,30686.0,81690.0,0,1,1
M,0,0,0,1,316339.0,776931.0,0,0,1
F,0,0,0,1,47058.0,184011.0,0,0,1
M,0,0,0,1,4814.0,69395.0,1,1,1
F,0,0,0,1,32268.0,141691.0,0,0,1
F,0,0,1,1,92468.0,205084.0,0,0,0
M,0,0,0,1,71715.0,219135.0,0,0,0
M,0,0,0,1,2196.0,29506.0,1,1,1
F,0,0,0,1,107.0,42242.0,1,1,1
F,0,0,0,1,10569.0,97920.0,0,1,1
M,1,0,0,1,52023.0,174733.0,0,0,1
F,1,0,0,1,20362.0,130381.0,0,0,1
M,0,0,0,1,29750.0,228711.0,0,0,1
M,0,1,1,1,5774.0,54424.0,0,1,1
F,0,0,0,1,4954.0,79378.0,1,1,1
F,0,1,1,1,30882.0,125348.0,0,0,0
M,0,0,0,1,7028.0,56518.0,0,1,1
M,0,0,0,1,18362.0,155039.0,0,0,0
M,0,0,0,1,45212.0,362674.0,0,0,0
F,0,0,0,1,5708.0,68298.0,0,1,1
F,0,0,0,1,122471.0,256001.0,0,0,1
M,0,0,0,1,29998.0,156032.0,0,0,1
F,0,0,0,1,82594.0,291058.0,0,0,1
F,0,0,0,1,59538.0,192302.0,0,0,1
F,0,0,0,1,38062.0,203649.0,0,0,1
F,0,1,1,1,159.0,14873.0,1,1,1
M,0,0,1,1,720.0,36598.0,1,1,1
F,0,0,0,1,9566.0,95302.0,0,1,1
F,0,0,0,1,2312.0,42561.0,1,1,1
M,0,0,1,1,4247.0,79338.0,1,1,1
M,0,1,0,1,25433.0,210645.0,0,1,1
M,0,0,0,1,24225.0,95973.0,0,0,0
M,0,0,0,1,59670.0,130862.0,0,0,1
F,1,1,1,1,970.0,52467.0,1,1,1
F,0,0,0,1,24481.0,176991.0,0,1,1
F,0,0,0,1,43150.0,369671.0,0,0,1
M,0,1,1,1,15908.0,107523.0,0,0,1
F,1,0,0,1,139.0,29693.0,1,1,1
F,0,1,1,1,2179.0,57019.0,1,1,1
F,0,0,0,1,42439.0,126925.0,0,0,1
M,0,1,1,1,8178.0,17097.0,0,0,0
M,0,1,1,1,2789.0,57321.0,1,1,1
M,0,1,0,1,22649.0,128863.0,0,1,1
M,0,1,0,1,115072.0,396464.0,0,0,1
F,0,1,0,1,7461.0,107504.0,0,1,1
M,0,0,0,1,45584.0,179497.0,0,0,1
M,0,0,1,1,37745.0,166922.0,0,0,1
M,0,1,0,1,55543.0,160642.0,0,0,1
F,0,1,0,1,7624.0,67899.0,0,1,1
F,0,0,0,1,20275.0,165280.0,0,0,1
M,1,0,0,1,4573.0,65833.0,1,1,1
M,1,0,1,1,5076.0,59769.0,1,1,1
M,0,0,0,1,7067.0,59164.0,0,0,1
M,0,0,0,1,88122.0,294837.0,0,0,1
F,1,0,1,1,53780.0,291247.0,0,0,1
F,0,1,0,1,60947.0,168974.0,0,0,1
M,0,1,0,1,1539.0,52766.0,1,1,1
F,0,1,0,1,39040.0,106319.0,0,0,1
F,0,1,1,1,25476.0,116355.0,0,1,1
F,0,1,1,1,10199.0,77839.0,0,1,1
M,0,0,0,1,27510.0,85411.0,0,0,1
F,0,1,1,1,127236.0,139340.0,0,0,1
F,0,1,0,1,11074.0,72337.0,0,1,1
M,0,0,0,1,18165.0,99465.0,0,1,1
F,0,0,0,1,20838.0,102441.0,0,1,1
F,0,1,1,1,12309.0,125937.0,0,0,1
F,0,0,0,1,26441.0,132419.0,0,1,1
M,1,0,0,1,187567.0,282691.0,0,0,0
M,0,0,0,1,4755.0,81764.0,1,1,1
F,1,0,0,1,58509.0,165685.0,0,0,1
F,1,0,0,1,71871.0,150255.0,0,0,1
F,1,1,0,1,140548.0,373869.0,0,0,1
F,0,0,0,1,23335.0,189913.0,0,1,1
M,0,0,1,1,19498.0,76005.0,0,0,0
F,0,0,0,1,4767.0,74049.0,1,1,1
F,0,0,1,1,24721.0,182250.0,0,0,1
M,0,0,0,1,7294.0,67812.0,0,1,1
M,0,0,0,1,18443.0,157399.0,0,1,1
M,0,0,0,1,23659.0,122281.0,0,1,1
F,0,0,1,1,82672.0,237664.0,0,0,1
F,0,1,0,1,63776.0,295304.0,0,0,1
F,0,0,0,1,17120.0,162266.0,0,1,1
M,0,0,0,1,3226.0,52822.0,1,1,1
F,0,1,0,1,7579.0,61147.0,0,1,1
M,0,0,0,1,26084.0,142857.0,0,1,1
M,0,0,0,1,21881.0,226807.0,0,1,1
M,0,0,0,1,45094.0,362674.0,0,0,0
F,0,0,0,1,114722.0,302804.0,0,0,1
M,1,0,0,1,29833.0,67658.0,0,0,1
F,0,1,1,1,4358.0,80175.0,1,1,1
M,0,1,1,1,1797.0,48691.0,1,1,1
M,0,1,0,1,42151.0,160537.0,0,0,1
F,0,1,0,1,39199.0,263394.0,0,0,1
M,0,0,0,1,46716.0,271844.0,0,0,1
M,1,1,0,1,27380.0,132239.0,0,1,1
F,0,0,0,1,1441.0,32630.0,1,1,1
F,0,0,1,1,44796.0,285650.0,0,0,1
M,0,1,0,1,74214.0,383957.0,0,0,1
F,0,0,0,1,15574.0,92205.0,0,1,1
F,0,1,0,1,21987.0,81200.0,0,1,1
M,0,0,0,1,82832.0,213004.0,0,0,1
M,0,0,0,1,79817.0,210909.0,0,0,1
M,0,0,0,1,122785.0,158515.0,0,0,1
F,1,1,1,1,19260.0,108630.0,0,1,1
M,0,1,1,1,4798.0,53549.0,1,1,1
M,0,1,1,1,5311.0,61357.0,1,1,1
F,0,1,1,1,50541.0,200402.0,0,0,1
M,0,1,1,1,42587.0,134817.0,0,1,1
M,1,1,1,1,2415.0,45076.0,1,1,1
F,1,1,0,1,21627.0,78896.0,0,0,0
F,0,0,0,1,130528.0,160283.0,0,0,1
M,0,1,1,1,7354.0,62795.0,0,1,1
M,0,1,0,1,42610.0,152862.0,0,0,1
F,0,1,0,1,16546.0,110137.0,0,1,1
F,0,1,0,1,62182.0,386219.0,0,0,1
F,0,0,0,1,20313.0,176374.0,0,1,1
M,0,0,0,1,37913.0,209876.0,0,0,1
F,0,1,0,1,76781.0,271841.0,0,0,1
F,0,1,0,1,24541.0,107311.0,0,1,1
M,0,0,0,1,8131.0,87862.0,0,1,1
F,0,0,1,1,38662.0,161945.0,0,0,1
M,0,0,0,1,31676.0,144938.0,0,1,1
M,0,1,1,1,16610.0,220879.0,0,1,1
F,0,1,0,1,2850.0,56791.0,1,1,1
F,0,0,1,1,5674.0,58409.0,1,1,1
F,0,0,0,1,30493.0,181824.0,0,0,0
F,0,0,0,1,8318.0,57489.0,0,1,1
M,0,0,0,1,84746.0,404322.0,0,0,1
M,0,1,1,1,47059.0,188434.0,0,0,1
M,0,1,1,1,39101.0,180554.0,0,0,1
M,0,0,0,1,46040.0,182889.0,0,0,1
F,0,0,1,1,15593.0,82723.0,0,0,1
F,0,0,0,1,27015.0,143585.0,0,0,1
M,0,0,1,1,7829.0,63213.0,0,1,1
F,0,0,0,1,81534.0,141674.0,0,0,1
F,0,1,0,1,33490.0,247487.0,0,0,1
M,0,1,1,1,1594.0,52692.0,1,1,1
M,0,0,0,1,63949.0,227759.0,0,0,0
F,0,1,1,1,31898.0,110236.0,0,0,0
M,0,1,0,1,56746.0,201710.0,0,0,1
F,0,0,0,1,33482.0,140332.0,0,0,1
M,0,0,0,1,1713.0,49266.0,1,1,1
M,0,1,0,1,7128.0,117358.0,0,1,1
F,0,1,0,1,26946.0,202464.0,0,0,1
F,0,1,0,1,15136.0,94464.0,0,1,1
M,1,0,0,1,70742.0,148789.0,0,0,1
F,1,1,1,1,1796.0,45945.0,1,1,1
F,0,0,0,1,40382.0,164236.0,0,0,1
F,0,0,0,1,13079.0,48843.0,0,0,1
F,0,0,0,1,27460.0,157065.0,0,0,1
M,0,0,0,1,7781.0,62211.0,0,1,1
M,0,1,1,1,1177.0,49191.0,1,1,1
F,1,0,0,1,84431.0,91023.0,0,0,0
M,1,1,1,1,21868.0,106856.0,0,1,1
M,0,0,0,1,74629.0,162905.0,0,0,1
F,0,0,1,1,200.0,127614.0,0,0,1
F,0,1,0,1,9754.0,74599.0,0,1,1
M,0,1,0,1,2055.0,35871.0,1,1,1
F,0,0,0,1,15041.0,124919.0,0,0,1
M,0,1,0,1,15896.0,133676.0,0,1,1
M,1,0,0,1,3056.0,51244.0,1,1,1
M,0,0,0,1,18332.0,146786.0,0,1,1
M,0,1,0,1,1160.0,43764.0,1,1,1
M,0,1,1,1,5171.0,66215.0,1,1,1
M,0,1,1,1,4572.0,87549.0,1,1,1
F,0,0,1,1,7949.0,60000.0,0,1,1
M,0,1,1,1,49022.0,167549.0,0,0,1
F,0,1,0,1,18982.0,97978.0,0,1,1
F,0,1,1,1,2389.0,65596.0,1,1,1
F,0,1,0,1,13118.0,133168.0,0,1,1
M,0,1,0,1,25518.0,88922.0,0,1,1
M,0,1,1,1,8962.0,75237.0,0,1,1
M,0,1,1,1,1252.0,42590.0,1,1,1
M,0,1,1,1,6225.0,60444.0,0,1,1
M,0,1,0,1,6519.0,68050.0,0,1,1
M,0,1,1,1,2104.0,44509.0,1,1,1
F,0,0,0,1,22788.0,121805.0,0,0,1
M,0,1,0,1,62157.0,203614.0,0,0,1
F,0,0,0,1,35129.0,161141.0,0,0,0
M,0,0,0,1,77479.0,195648.0,0,0,1
F,0,0,1,1,135062.0,209975.0,0,0,0
M,0,1,0,1,17422.0,106808.0,0,1,1
F,0,0,0,1,6997.0,60619.0,0,1,1
F,0,1,0,1,47120.0,177694.0,0,0,1
F,0,0,0,1,54316.0,267830.0,0,0,1
F,0,1,0,1,74671.0,247397.0,0,0,1
F,0,1,0,1,15851.0,138796.0,0,1,1
M,0,1,0,1,22925.0,119532.0,0,1,1
M,1,1,1,1,20347.0,104492.0,0,0,1
F,0,1,1,1,10.0,80194.0,1,1,1
M,0,0,0,1,2259.0,42174.0,1,1,1
